Date,Active,Reactive,HouseIndex,Temperature,Humidity,Pressure,Rainfall,Snowfall,Cloud,Wind,Discomfort
2016-09-02 7:00,104.2253715,88.55140512,4,20.8,0.86,996.7,0,0,9,2.1,68.55912
2016-09-02 7:00,154.6157112,111.8669699,6,20.8,0.86,996.7,0,0,9,2.1,68.55912
2016-09-02 7:00,191.4782522,207.1069949,16,20.8,0.86,996.7,0,0,9,2.1,68.55912
2016-09-02 7:00,660.6002952,134.617679,18,20.8,0.86,996.7,0,0,9,2.1,68.55912
2016-09-02 7:00,152.9047904,108.1760499,19,20.8,0.86,996.7,0,0,9,2.1,68.55912
2016-09-02 8:00,113.5962938,87.57377232,4,21.4,0.82,996.8,0,0,3,2.7,69.28052
2016-09-02 8:00,421.2969808,88.69091578,6,21.4,0.82,996.8,0,0,3,2.7,69.28052
2016-09-02 8:00,178.0328838,199.8437388,16,21.4,0.82,996.8,0,0,3,2.7,69.28052
2016-09-02 8:00,276.7955977,131.4478482,18,21.4,0.82,996.8,0,0,3,2.7,69.28052
2016-09-02 8:00,230.5307512,107.0492188,19,21.4,0.82,996.8,0,0,3,2.7,69.28052
2016-09-02 9:00,112.635086,86.65703205,4,23.6,0.69,997,0,0,2,2.5,71.67016
2016-09-02 9:00,342.9394478,98.61269794,6,23.6,0.69,997,0,0,2,2.5,71.67016
2016-09-02 9:00,199.4308579,199.5802764,16,23.6,0.69,997,0,0,2,2.5,71.67016
2016-09-02 9:00,416.6240014,144.3903654,18,23.6,0.69,997,0,0,2,2.5,71.67016
2016-09-02 9:00,133.9770719,101.4991545,19,23.6,0.69,997,0,0,2,2.5,71.67016
2016-09-02 10:00,102.123089,88.34416435,4,25.6,0.59,996.9,0,0,1,3.2,73.55196
2016-09-02 10:00,171.7979221,102.7005302,6,25.6,0.59,996.9,0,0,1,3.2,73.55196
2016-09-02 10:00,213.053829,202.1475941,16,25.6,0.59,996.9,0,0,1,3.2,73.55196
2016-09-02 10:00,376.2393533,141.7424341,18,25.6,0.59,996.9,0,0,1,3.2,73.55196
2016-09-02 10:00,187.152121,105.4200975,19,25.6,0.59,996.9,0,0,1,3.2,73.55196
2016-09-02 11:00,114.712242,89.12111922,4,26.9,0.57,997,0,0,2,4.1,75.11767
2016-09-02 11:00,174.2326763,103.4676784,6,26.9,0.57,997,0,0,2,4.1,75.11767
2016-09-02 11:00,205.6348666,201.1091952,16,26.9,0.57,997,0,0,2,4.1,75.11767
2016-09-02 11:00,295.2814214,135.8628665,18,26.9,0.57,997,0,0,2,4.1,75.11767
2016-09-02 11:00,197.798229,101.7010698,19,26.9,0.57,997,0,0,2,4.1,75.11767
2016-09-02 12:00,109.1261103,87.92568295,4,27.6,0.53,996.8,0,0,1,3.4,75.55872
2016-09-02 12:00,147.7307648,102.2924439,6,27.6,0.53,996.8,0,0,1,3.4,75.55872
2016-09-02 12:00,201.988843,199.5690407,16,27.6,0.53,996.8,0,0,1,3.4,75.55872
2016-09-02 12:00,325.2234101,141.7645652,18,27.6,0.53,996.8,0,0,1,3.4,75.55872
2016-09-02 12:00,192.7607792,93.15025318,19,27.6,0.53,996.8,0,0,1,3.4,75.55872
2016-09-02 13:00,105.5948648,88.51161183,4,28,0.51,996.4,0,0,2,3.8,75.8242
2016-09-02 13:00,139.6507551,100.6148439,6,28,0.51,996.4,0,0,2,3.8,75.8242
2016-09-02 13:00,202.4797411,199.3703418,16,28,0.51,996.4,0,0,2,3.8,75.8242
2016-09-02 13:00,379.7163021,135.9802267,18,28,0.51,996.4,0,0,2,3.8,75.8242
2016-09-02 13:00,104.3170072,91.35700219,19,28,0.51,996.4,0,0,2,3.8,75.8242
2016-09-02 14:00,115.3134462,87.78839505,4,27.9,0.51,996.3,0,0,7,4.3,75.69271
2016-09-02 14:00,406.7821636,106.7706416,6,27.9,0.51,996.3,0,0,7,4.3,75.69271
2016-09-02 14:00,204.2450076,199.9294792,16,27.9,0.51,996.3,0,0,7,4.3,75.69271
2016-09-02 14:00,306.5992657,132.9506317,18,27.9,0.51,996.3,0,0,7,4.3,75.69271
2016-09-02 14:00,102.0118876,91.21689441,19,27.9,0.51,996.3,0,0,7,4.3,75.69271
2016-09-02 15:00,103.6203657,88.93223179,4,28.5,0.51,996,0,0,8,3.3,76.48165
2016-09-02 15:00,886.5377565,117.8502097,6,28.5,0.51,996,0,0,8,3.3,76.48165
2016-09-02 15:00,207.9537599,198.807189,16,28.5,0.51,996,0,0,8,3.3,76.48165
2016-09-02 15:00,417.7874468,130.9859648,18,28.5,0.51,996,0,0,8,3.3,76.48165
2016-09-02 15:00,104.3459507,92.91630486,19,28.5,0.51,996,0,0,8,3.3,76.48165
2016-09-02 16:00,113.3672612,88.02758748,4,27.6,0.57,996.2,0,0,9,3.6,76.07968
2016-09-02 16:00,383.9399557,119.4499735,6,27.6,0.57,996.2,0,0,9,3.6,76.07968
2016-09-02 16:00,207.8442928,199.7016039,16,27.6,0.57,996.2,0,0,9,3.6,76.07968
2016-09-02 16:00,398.4078679,134.8518977,18,27.6,0.57,996.2,0,0,9,3.6,76.07968
