Date,Area_Num,Area,Temperature,Humidity,Pressure,Wind,Rainfall,Cloud,Snowfall,Discomfort
2016-01-01 0:00,108,Seoul,-1.9,0.85,1022.1,0.1,0,0,0,31.00715
2016-01-01 1:00,108,Seoul,-2.1,0.83,1022,1.6,0,0,0,31.00443
2016-01-01 2:00,108,Seoul,-2.2,0.86,1022.2,0.4,0,0,0,30.34692
2016-01-01 3:00,108,Seoul,-2.5,0.9,1022.2,1.8,0,0,0,29.1775
2016-01-01 4:00,108,Seoul,-2.9,0.9,1022,1.9,0,0,0,28.4971
2016-01-01 5:00,108,Seoul,-3.2,0.92,1021.9,2,0,2,0,27.63744
2016-01-01 6:00,108,Seoul,-3.1,0.9,1022.1,1.3,0,8,0,28.1569
2016-01-01 7:00,108,Seoul,-2.6,0.88,1022.2,1.6,0,8,0,29.34488
2016-01-01 8:00,108,Seoul,-2.4,0.88,1022.2,2.4,0,8,0,29.68112
2016-01-01 9:00,108,Seoul,-2,0.84,1022.5,2,0,7,0,31.0048
2016-01-01 10:00,108,Seoul,-0.6,0.72,1022.7,1.1,0,6,0,35.09032
2016-01-01 11:00,108,Seoul,1.5,0.7,1022.5,1.3,0,8,0,38.5445
2016-01-01 12:00,108,Seoul,2.2,0.66,1021.4,1.9,0,9,0,40.08148
2016-01-01 13:00,108,Seoul,3.1,0.6,1020.1,1.3,0,8,0,42.0724
2016-01-01 14:00,108,Seoul,3.6,0.56,1019.5,0.9,0,9,0,43.20384
2016-01-01 15:00,108,Seoul,4,0.57,1019.2,3.1,0,8,0,43.6462
2016-01-01 16:00,108,Seoul,3.9,0.59,1018.5,3,0,9,0,43.29999
2016-01-01 17:00,108,Seoul,3.9,0.61,1018.4,2.2,0,9,0,43.09121
2016-01-01 18:00,108,Seoul,3.8,0.63,1018.3,3,0,8,0,42.73906
2016-01-01 19:00,108,Seoul,3.8,0.64,1018.2,2.6,0,0,0,42.63368
2016-01-01 20:00,108,Seoul,3.8,0.65,1018,2,0,0,0,42.5283
2016-01-01 21:00,108,Seoul,3.7,0.65,1017.6,1,0,8,0,42.38295
2016-01-01 22:00,108,Seoul,3.7,0.65,1017,0.8,0,0,0,42.38295
2016-01-01 23:00,108,Seoul,3.6,0.68,1016.7,0.3,0,0,0,41.91552
2016-01-02 0:00,108,Seoul,3.6,0.69,1016.1,0.6,0,8,0,41.80816
2016-01-02 1:00,108,Seoul,3.4,0.72,1015.9,0.7,0,0,0,41.18152
2016-01-02 2:00,108,Seoul,3.4,0.7,1015.5,0.7,0,0,0,41.4002
2016-01-02 3:00,108,Seoul,3,0.74,1015.1,1.7,0,8,0,40.3458
2016-01-02 4:00,108,Seoul,2.6,0.76,1014.6,1.2,0,8,0,39.49424
2016-01-02 5:00,108,Seoul,2.2,0.78,1014.1,1.9,0,7,0,38.62684
2016-01-02 6:00,108,Seoul,2,0.77,1014,1.6,0,9,0,38.4336
2016-01-02 7:00,108,Seoul,1.5,0.82,1013.3,1.6,0,6,0,37.0067
2016-01-02 8:00,108,Seoul,1,0.83,1013.3,1.9,0,3,0,36.0627
2016-01-02 9:00,108,Seoul,1.9,0.78,1013.6,2,0,7,0,38.15218
2016-01-02 10:00,108,Seoul,3.4,0.74,1013.9,1.9,0,8,0,40.96284
2016-01-02 11:00,108,Seoul,5,0.68,1013.6,1.6,0,6,0,43.992
2016-01-02 12:00,108,Seoul,6.2,0.67,1012.7,1.8,0,8,0,45.85346
2016-01-02 13:00,108,Seoul,7.5,0.63,1011.7,1.3,0,9,0,48.04375
2016-01-02 14:00,108,Seoul,8.8,0.66,1010.9,2.8,0,9,0,49.73992
2016-01-02 15:00,108,Seoul,9.1,0.68,1010.5,2.7,0,7,0,50.07312
2016-01-02 16:00,108,Seoul,9.4,0.68,1010,3.3,0,7,0,50.51808
2016-01-02 17:00,108,Seoul,8.9,0.72,1010.1,3.1,0,8,0,49.55692
2016-01-02 18:00,108,Seoul,8.6,0.78,1010.1,2.9,0,8,0,48.75292
2016-01-02 19:00,108,Seoul,8.5,0.8,1010.3,1.8,0,0,0,48.477
2016-01-02 20:00,108,Seoul,8,0.84,1010,1.7,0,0,0,47.4208
2016-01-02 21:00,108,Seoul,7.7,0.83,1010,1.6,0,8,0,46.99509
2016-01-02 22:00,108,Seoul,7.5,0.85,1009.9,1.3,0,0,0,46.53125
2016-01-02 23:00,108,Seoul,7.3,0.88,1009.6,1.6,0,0,0,45.98876
2016-01-03 0:00,108,Seoul,6.9,0.9,1009.7,2,0,7,0,45.1669
2016-01-03 1:00,108,Seoul,6.9,0.89,1009.3,2,0,0,0,45.24159
2016-01-03 2:00,108,Seoul,6.8,0.9,1009.2,1.8,0,0,0,44.9968
2016-01-03 3:00,108,Seoul,6.3,0.93,1009,1.3,0,6,0,43.90441
2016-01-03 4:00,108,Seoul,5.9,0.93,1008.7,0.5,0,8,0,43.21213
2016-01-03 5:00,108,Seoul,5.8,0.92,1008.5,1.6,0,8,0,43.12464
2016-01-03 6:00,108,Seoul,5.5,0.93,1008.9,1.2,0,8,0,42.51985
2016-01-03 7:00,108,Seoul,5.5,0.93,1009.2,0.3,0,10,0,42.51985
2016-01-03 8:00,108,Seoul,5.4,0.94,1009.5,0.7,0,10,0,42.25724
2016-01-03 9:00,108,Seoul,5.3,0.92,1009.6,0.3,0,8,0,42.26424
2016-01-03 10:00,108,Seoul,5.7,0.88,1009.6,0.7,0,8,0,43.29884
2016-01-03 11:00,108,Seoul,6.8,0.77,1009.9,1.4,0,8,0,45.98064
2016-01-03 12:00,108,Seoul,7.7,0.73,1009.4,2.4,0,8,0,47.66279
2016-01-03 13:00,108,Seoul,8.3,0.68,1008.7,4,0,7,0,48.88656
2016-01-03 14:00,108,Seoul,8.4,0.67,1008,2.8,0,7,0,49.09472
2016-01-03 15:00,108,Seoul,9.3,0.63,1007.7,2.1,0,7,0,50.62441
2016-01-03 16:00,108,Seoul,8.6,0.66,1007.6,2.4,0,6,0,49.44724
2016-01-03 17:00,108,Seoul,7.5,0.7,1007.7,2,0,2,0,47.5625
2016-01-03 18:00,108,Seoul,6.8,0.74,1008.2,2,0,7,0,46.20768
2016-01-03 19:00,108,Seoul,6.7,0.74,1008.3,1.8,0,0,0,46.05342
2016-01-03 20:00,108,Seoul,6.1,0.8,1008.7,3.6,0,0,0,44.6322
2016-01-03 21:00,108,Seoul,6,0.78,1008.9,2.6,0,8,0,44.6392
2016-01-03 22:00,108,Seoul,5.9,0.8,1009.2,2.2,0,0,0,44.3118
2016-01-03 23:00,108,Seoul,5.6,0.79,1009.5,2.1,0,0,0,43.91876
2016-01-04 0:00,108,Seoul,5.1,0.79,1009.3,2.8,0,8,0,43.12271
2016-01-04 1:00,108,Seoul,4.4,0.8,1009.3,2.4,0,0,0,41.9088
2016-01-04 2:00,108,Seoul,4.3,0.77,1009.7,1.7,0,0,0,42.04989
2016-01-04 3:00,108,Seoul,4.2,0.8,1009.9,2.5,0,8,0,41.5884
2016-01-04 4:00,108,Seoul,4.2,0.76,1010.2,3.3,0,8,0,41.99408
2016-01-04 5:00,108,Seoul,3.7,0.83,1010.4,2.7,0,9,0,40.46829
2016-01-04 6:00,108,Seoul,3.1,0.8,1011.3,2.8,0,7,0,39.8262
2016-01-04 7:00,108,Seoul,1.9,0.7,1012.1,3.1,0,0,0,39.1457
2016-01-04 8:00,108,Seoul,1.1,0.76,1012.6,1.5,0,6,0,37.15064
2016-01-04 9:00,108,Seoul,1.3,0.72,1013.7,3.5,0,3,0,37.98364
2016-01-04 10:00,108,Seoul,2,0.57,1014,3.7,0,3,0,40.8976
2016-01-04 11:00,108,Seoul,2.8,0.49,1013.9,3.7,0,5,0,42.91928
2016-01-04 12:00,108,Seoul,4,0.38,1013.4,4.2,0,6,0,45.6108
2016-01-04 13:00,108,Seoul,4.8,0.33,1012.7,4.2,0,3,0,47.03716
2016-01-04 14:00,108,Seoul,4.5,0.38,1012.5,3.6,0,4,0,46.2039
2016-01-04 15:00,108,Seoul,4.9,0.32,1012.4,3.3,0,6,0,47.24532
2016-01-04 16:00,108,Seoul,4,0.32,1012.7,4,0,6,0,46.2312
2016-01-04 17:00,108,Seoul,2.7,0.34,1012.9,3.6,0,7,0,44.53382
2016-01-04 18:00,108,Seoul,1.4,0.41,1013.6,3.7,0,3,0,42.13926
2016-01-04 19:00,108,Seoul,0.5,0.45,1014.2,3.4,0,0,0,40.49275
2016-01-04 20:00,108,Seoul,-0.2,0.45,1014.4,2.4,0,0,0,39.6139
2016-01-04 21:00,108,Seoul,-0.7,0.47,1015,2.8,0,0,0,38.68629
2016-01-04 22:00,108,Seoul,-1.3,0.43,1015.6,3.3,0,0,0,38.54459
2016-01-04 23:00,108,Seoul,-2,0.47,1015.6,3.5,0,0,0,37.0284
2016-01-05 0:00,108,Seoul,-2.5,0.45,1015.8,3.3,0,2,0,36.72625
2016-01-05 1:00,108,Seoul,-3.1,0.5,1015.9,2,0,0,0,35.1045
2016-01-05 2:00,108,Seoul,-3.5,0.53,1016.1,3.4,0,0,0,34.04955
2016-01-05 3:00,108,Seoul,-3.6,0.53,1016,2.8,0,3,0,33.91608
2016-01-05 4:00,108,Seoul,-3.8,0.53,1015.7,2.2,0,3,0,33.64914
2016-01-05 5:00,108,Seoul,-3.8,0.53,1015.5,1.9,0,6,0,33.64914
2016-01-05 6:00,108,Seoul,-4.1,0.54,1015.6,2.1,0,7,0,33.06514
2016-01-05 7:00,108,Seoul,-4.3,0.49,1016.4,3.6,0,3,0,33.72407
2016-01-05 8:00,108,Seoul,-4.6,0.45,1017,1.6,0,7,0,34.0897
2016-01-05 9:00,108,Seoul,-4.5,0.35,1017.4,1.9,0,8,0,36.09075
2016-01-05 10:00,108,Seoul,-3.5,0.27,1018.1,4,0,8,0,38.66845
2016-01-05 11:00,108,Seoul,-2.3,0.25,1018.7,2.8,0,8,0,40.29275
2016-01-05 12:00,108,Seoul,-1.6,0.24,1018.1,3.7,0,8,0,41.19184
2016-01-05 13:00,108,Seoul,-0.9,0.24,1017.1,3.6,0,6,0,41.92516
2016-01-05 14:00,108,Seoul,1.2,0.24,1016,2.4,0,2,0,44.12512
2016-01-05 15:00,108,Seoul,1,0.23,1015.7,4,0,0,0,44.0487
2016-01-05 16:00,108,Seoul,0.8,0.24,1015.9,4,0,0,0,43.70608
2016-01-05 17:00,108,Seoul,-0.2,0.3,1016.4,2.3,0,0,0,41.7886
2016-01-05 18:00,108,Seoul,-1.6,0.34,1017.1,2.4,0,0,0,39.60344
2016-01-05 19:00,108,Seoul,-2.2,0.39,1017.6,2.1,0,0,0,38.09158
2016-01-05 20:00,108,Seoul,-2.7,0.4,1017.8,1.7,0,0,0,37.3238
2016-01-05 21:00,108,Seoul,-3.4,0.43,1017.7,1.1,0,0,0,35.94962
2016-01-05 22:00,108,Seoul,-3.7,0.42,1017.6,1.1,0,0,0,35.75854
2016-01-05 23:00,108,Seoul,-4.1,0.47,1017.3,0.6,0,0,0,34.35027
2016-01-06 0:00,108,Seoul,-4.1,0.49,1017.3,0.7,0,1,0,33.98309
2016-01-06 1:00,108,Seoul,-4.3,0.51,1016.8,0.7,0,0,0,33.35293
2016-01-06 2:00,108,Seoul,-4.7,0.52,1016.4,2,0,0,0,32.63744
2016-01-06 3:00,108,Seoul,-4.8,0.51,1016.3,2.5,0,6,0,32.69548
2016-01-06 4:00,108,Seoul,-4.9,0.55,1016.1,1.3,0,7,0,31.79795
2016-01-06 5:00,108,Seoul,-4.5,0.54,1016,1.1,0,8,0,32.5273
2016-01-06 6:00,108,Seoul,-4,0.52,1015.8,1.8,0,8,0,33.5648
2016-01-06 7:00,108,Seoul,-3.6,0.52,1016.1,0.9,0,9,0,34.09472
2016-01-06 8:00,108,Seoul,-3.3,0.52,1016.2,1.2,0,9,0,34.49216
2016-01-06 9:00,108,Seoul,-2.7,0.51,1016.3,1,0,9,0,35.45677
2016-01-06 10:00,108,Seoul,-1.4,0.47,1016.1,1.7,0,6,0,37.79358
2016-01-06 11:00,108,Seoul,0.8,0.44,1016,0.7,0,6,0,41.00448
2016-01-06 12:00,108,Seoul,1.3,0.5,1015.5,2.4,0,9,0,40.8465
2016-01-06 13:00,108,Seoul,1.4,0.49,1014.7,3.4,0,9,0,41.10614
2016-01-06 14:00,108,Seoul,1,0.51,1013.9,3.2,0,10,0,40.3219
2016-01-06 15:00,108,Seoul,1.4,0.51,1013.1,2,0,10,0,40.84786
2016-01-06 16:00,108,Seoul,1.2,0.53,1012.7,3.5,0,7,0,40.32264
2016-01-06 17:00,108,Seoul,0.6,0.56,1012.7,2.2,0,8,0,39.11064
2016-01-06 18:00,108,Seoul,0.1,0.58,1012.7,1.7,0,6,0,38.14442
2016-01-06 19:00,108,Seoul,-0.6,0.59,1013.2,2.3,0,0,0,37.02654
2016-01-06 20:00,108,Seoul,-0.9,0.63,1013.6,2.5,0,0,0,36.00067
2016-01-06 21:00,108,Seoul,-1.6,0.6,1013.6,2.6,0,0,0,35.4736
2016-01-06 22:00,108,Seoul,-2,0.59,1014,2.7,0,0,0,35.0748
2016-01-06 23:00,108,Seoul,-2.7,0.62,1014,1.8,0,0,0,33.58974
2016-01-07 0:00,108,Seoul,-3.1,0.61,1014.2,2.7,0,0,0,33.19391
2016-01-07 1:00,108,Seoul,-3.9,0.59,1014.3,1.9,0,0,0,32.42601
2016-01-07 2:00,108,Seoul,-4.5,0.63,1014.2,1.6,0,0,0,30.83935
2016-01-07 3:00,108,Seoul,-5.1,0.66,1014.5,1.5,0,0,0,29.39866
2016-01-07 4:00,108,Seoul,-5.5,0.67,1014.3,1.1,0,0,0,28.61585
2016-01-07 5:00,108,Seoul,-5.3,0.66,1014.1,1.2,0,0,0,29.10598
2016-01-07 6:00,108,Seoul,-5.4,0.66,1014.2,1.6,0,0,0,28.95964
2016-01-07 7:00,108,Seoul,-5.4,0.67,1014.5,1.5,0,0,0,28.76318
2016-01-07 8:00,108,Seoul,-5.6,0.66,1014.7,1.7,0,0,0,28.66696
2016-01-07 9:00,108,Seoul,-5.2,0.54,1015,2.9,0,0,0,31.58608
2016-01-07 10:00,108,Seoul,-4,0.45,1015.4,3.6,0,0,0,34.843
2016-01-07 11:00,108,Seoul,-2.6,0.44,1015.5,2.5,0,0,0,36.76944
2016-01-07 12:00,108,Seoul,-1.8,0.41,1014.8,3.1,0,0,0,38.24838
2016-01-07 13:00,108,Seoul,0.6,0.34,1013.7,2.7,0,0,0,42.12596
2016-01-07 14:00,108,Seoul,0.8,0.31,1013.1,2.9,0,0,0,42.76052
2016-01-07 15:00,108,Seoul,0.4,0.25,1012.6,3.6,0,1,0,43.148
2016-01-07 16:00,108,Seoul,0.3,0.28,1012.7,4.5,0,1,0,42.62216
2016-01-07 17:00,108,Seoul,-0.8,0.41,1013,3.8,0,2,0,39.46428
2016-01-07 18:00,108,Seoul,-2,0.48,1013.4,2.3,0,1,0,36.8656
2016-01-07 19:00,108,Seoul,-2.7,0.49,1013.6,1.9,0,0,0,35.79623
2016-01-07 20:00,108,Seoul,-2.9,0.51,1013.5,2.4,0,0,0,35.19379
2016-01-07 21:00,108,Seoul,-3.1,0.54,1013.3,2.2,0,0,0,34.40974
2016-01-07 22:00,108,Seoul,-3.9,0.53,1013.5,2.2,0,0,0,33.51567
2016-01-07 23:00,108,Seoul,-4.8,0.56,1013.3,1.9,0,0,0,31.74288
2016-01-08 0:00,108,Seoul,-5.2,0.6,1013.1,2.6,0,0,0,30.4192
2016-01-08 1:00,108,Seoul,-5.7,0.62,1012.7,0.2,0,0,0,29.31834
2016-01-08 2:00,108,Seoul,-5.8,0.64,1012.7,1.3,0,0,0,28.77512
2016-01-08 3:00,108,Seoul,-6.2,0.66,1012.5,0.6,0,0,0,27.78892
2016-01-08 4:00,108,Seoul,-6.8,0.65,1012.4,0.5,0,0,0,27.1212
2016-01-08 5:00,108,Seoul,-6,0.6,1012,2.3,0,0,0,29.296
2016-01-08 6:00,108,Seoul,-6.4,0.6,1011.8,0,0,0,0,28.7344
2016-01-08 7:00,108,Seoul,-6.7,0.61,1012.3,0.7,0,0,0,28.10387
2016-01-08 8:00,108,Seoul,-6.9,0.63,1012.7,0.6,0,0,0,27.39847
2016-01-08 9:00,108,Seoul,-5.8,0.57,1013.3,1.7,0,0,0,30.17806
2016-01-08 10:00,108,Seoul,-4.1,0.48,1013.9,3.6,0,0,0,34.16668
2016-01-08 11:00,108,Seoul,-3,0.41,1013.8,3.7,0,0,0,36.7893
2016-01-08 12:00,108,Seoul,-1.7,0.3,1013.1,3.2,0,0,0,40.1281
2016-01-08 13:00,108,Seoul,-0.2,0.27,1012.2,2.7,0,0,0,42.22354
2016-01-08 14:00,108,Seoul,0.2,0.25,1011.6,4,0,0,0,42.9365
2016-01-08 15:00,108,Seoul,0.5,0.26,1011.5,3.9,0,0,0,43.1157
2016-01-08 16:00,108,Seoul,0.5,0.29,1011.5,4.8,0,0,0,42.70155
2016-01-08 17:00,108,Seoul,-0.1,0.33,1011.8,3.1,0,0,0,41.46733
2016-01-08 18:00,108,Seoul,-1.1,0.37,1011.9,1.6,0,0,0,39.71507
2016-01-08 19:00,108,Seoul,-1.7,0.48,1012.3,2.6,0,0,0,37.25116
2016-01-08 20:00,108,Seoul,-2,0.54,1012.7,1.6,0,0,0,35.8888
2016-01-08 21:00,108,Seoul,-2.6,0.58,1012.9,0.5,0,3,0,34.40708
2016-01-08 22:00,108,Seoul,-3.1,0.58,1013,0.2,0,0,0,33.71498
2016-01-08 23:00,108,Seoul,-3.5,0.62,1013.3,0.5,0,0,0,32.4507
2016-01-09 0:00,108,Seoul,-3.3,0.64,1013.4,1.9,0,1,0,32.38412
2016-01-09 1:00,108,Seoul,-3.4,0.62,1013.5,1.6,0,0,0,32.59308
2016-01-09 2:00,108,Seoul,-4.4,0.62,1013.7,0.1,0,0,0,31.16928
2016-01-09 3:00,108,Seoul,-4.4,0.6,1013.8,1.4,0,5,0,31.5424
2016-01-09 4:00,108,Seoul,-4.8,0.61,1013.7,1,0,6,0,30.79028
2016-01-09 5:00,108,Seoul,-5,0.64,1013.9,1.1,0,1,0,29.93
2016-01-09 6:00,108,Seoul,-5.2,0.63,1014,1,0,4,0,29.83576
2016-01-09 7:00,108,Seoul,-5.7,0.65,1014.4,0.4,0,1,0,28.72005
2016-01-09 8:00,108,Seoul,-6.1,0.62,1014.9,0.9,0,0,0,28.74882
2016-01-09 9:00,108,Seoul,-5.2,0.55,1015.1,0.9,0,0,0,31.3916
2016-01-09 10:00,108,Seoul,-2.7,0.49,1015.8,0.9,0,0,0,35.79623
2016-01-09 11:00,108,Seoul,-1.3,0.46,1015.7,2.1,0,0,0,38.07698
2016-01-09 12:00,108,Seoul,0.1,0.41,1015.1,3.3,0,0,0,40.55859
2016-01-09 13:00,108,Seoul,0.9,0.36,1014.6,4.1,0,1,0,42.20176
2016-01-09 14:00,108,Seoul,1.7,0.39,1013.8,3.9,0,2,0,42.75637
2016-01-09 15:00,108,Seoul,1,0.48,1013.8,4.5,0,4,0,40.7212
2016-01-09 16:00,108,Seoul,0.6,0.52,1013.7,3.5,0,7,0,39.65888
2016-01-09 17:00,108,Seoul,0.1,0.55,1013.7,3,0,3,0,38.57045
2016-01-09 18:00,108,Seoul,-0.4,0.59,1013.9,3.2,0,8,0,37.30536
2016-01-09 19:00,108,Seoul,-1,0.64,1014.1,2.8,0,0,0,35.7044
2016-01-09 20:00,108,Seoul,-1.6,0.67,1014.2,1.8,0,0,0,34.36172
2016-01-09 21:00,108,Seoul,-2.2,0.7,1014.4,1.6,0,6,0,32.9834
2016-01-09 22:00,108,Seoul,-1.4,0.64,1014.2,1.4,0,0,0,35.12696
2016-01-09 23:00,108,Seoul,-0.4,0.62,1014.5,2,0,0,0,36.86448
2016-01-10 0:00,108,Seoul,-0.3,0.61,1013.9,2.2,0,6,0,37.15283
2016-01-10 1:00,108,Seoul,-0.1,0.61,1013.7,1.9,0,0,0,37.43561
2016-01-10 2:00,108,Seoul,0.4,0.65,1013.7,3,0,0,0,37.5864
2016-01-10 3:00,108,Seoul,0.3,0.68,1013.8,3.5,0,6,0,37.02096
2016-01-10 4:00,108,Seoul,0.3,0.69,1013.5,1.2,0,9,0,36.88093
2016-01-10 5:00,108,Seoul,0.3,0.75,1013.2,1.9,0,9,0,36.04075
2016-01-10 6:00,108,Seoul,0.2,0.74,1013.6,1,0,9,0,36.02652
2016-01-10 7:00,108,Seoul,0.1,0.72,1014.1,1.2,0,6,0,36.15628
2016-01-10 8:00,108,Seoul,-0.4,0.71,1015,2.3,0,6,0,35.54184
2016-01-10 9:00,108,Seoul,-0.6,0.64,1015.7,3.2,0,6,0,36.28184
2016-01-10 10:00,108,Seoul,-0.5,0.62,1016.5,2.4,0,6,0,36.7221
2016-01-10 11:00,108,Seoul,1,0.37,1016.6,2.9,0,0,0,42.1853
2016-01-10 12:00,108,Seoul,2.4,0.26,1015.9,3.3,0,0,0,45.14376
2016-01-10 13:00,108,Seoul,3.6,0.25,1015.1,2.8,0,0,0,46.532
2016-01-10 14:00,108,Seoul,3.2,0.23,1014.8,5.1,0,0,0,46.33164
2016-01-10 15:00,108,Seoul,3.4,0.21,1014.9,3.8,0,0,0,46.75786
2016-01-10 16:00,108,Seoul,3.1,0.22,1014.9,4.3,0,0,0,46.34018
2016-01-10 17:00,108,Seoul,2,0.25,1015.4,3.4,0,0,0,44.84
2016-01-10 18:00,108,Seoul,0.7,0.29,1015.9,2.4,0,0,0,42.92097
2016-01-10 19:00,108,Seoul,-0.1,0.3,1017,2,0,0,0,41.8993
2016-01-10 20:00,108,Seoul,-0.7,0.28,1017.5,2.6,0,0,0,41.53496
2016-01-10 21:00,108,Seoul,-1.3,0.29,1016.9,1.5,0,0,0,40.72677
2016-01-10 22:00,108,Seoul,-1.6,0.29,1016.8,2.5,0,0,0,40.39764
2016-01-10 23:00,108,Seoul,-2.2,0.33,1016.6,1.3,0,0,0,39.08026
2016-01-11 0:00,108,Seoul,-2.7,0.27,1017.2,3.6,0,0,0,39.53029
2016-01-11 1:00,108,Seoul,-3.5,0.3,1017.4,1.5,0,0,0,38.1355
2016-01-11 2:00,108,Seoul,-4,0.41,1017.4,2.5,0,0,0,35.5734
2016-01-11 3:00,108,Seoul,-4.7,0.45,1017.1,2.7,0,0,0,33.96415
2016-01-11 4:00,108,Seoul,-5,0.46,1016.4,2,0,0,0,33.395
2016-01-11 5:00,108,Seoul,-5.3,0.45,1016.3,2.4,0,0,0,33.21085
2016-01-11 6:00,108,Seoul,-5.6,0.48,1016.4,3.3,0,0,0,32.23888
2016-01-11 7:00,108,Seoul,-5.9,0.49,1016.6,1.7,0,0,0,31.65191
2016-01-11 8:00,108,Seoul,-6.4,0.55,1017.1,1,0,0,0,29.7662
2016-01-11 9:00,108,Seoul,-5.8,0.51,1017.4,3.9,0,0,0,31.38058
2016-01-11 10:00,108,Seoul,-4.6,0.45,1017.7,2.9,0,1,0,34.0897
2016-01-11 11:00,108,Seoul,-3,0.34,1017.9,1.7,0,1,0,37.9982
2016-01-11 12:00,108,Seoul,-2.2,0.29,1017,2.8,0,1,0,39.73938
2016-01-11 13:00,108,Seoul,-1.1,0.27,1015.8,4,0,0,0,41.25397
2016-01-11 14:00,108,Seoul,-0.2,0.23,1014.9,3.2,0,0,0,42.80346
2016-01-11 15:00,108,Seoul,0.5,0.23,1014.6,3.4,0,0,0,43.52985
2016-01-11 16:00,108,Seoul,-0.2,0.26,1014.4,4.1,0,0,0,42.36852
2016-01-11 17:00,108,Seoul,-1.4,0.33,1014.3,3.7,0,1,0,39.98962
2016-01-11 18:00,108,Seoul,-2.6,0.33,1014.8,3.4,0,0,0,38.62558
2016-01-11 19:00,108,Seoul,-3.2,0.33,1015.4,3.6,0,0,0,37.94356
2016-01-11 20:00,108,Seoul,-3.6,0.32,1016,2.7,0,0,0,37.66752
2016-01-11 21:00,108,Seoul,-4.3,0.36,1015.9,2.1,0,4,0,36.13648
2016-01-11 22:00,108,Seoul,-4.8,0.39,1015.9,2,0,0,0,34.98172
2016-01-11 23:00,108,Seoul,-5.3,0.42,1015.7,3,0,0,0,33.79726
2016-01-12 0:00,108,Seoul,-5.8,0.41,1015.3,2.3,0,4,0,33.38478
2016-01-12 1:00,108,Seoul,-6.4,0.44,1015.1,1.9,0,0,0,32.03616
2016-01-12 2:00,108,Seoul,-6.8,0.47,1015.2,2.1,0,0,0,30.90696
2016-01-12 3:00,108,Seoul,-7.6,0.49,1015.3,1.6,0,0,0,29.45024
2016-01-12 4:00,108,Seoul,-7.9,0.5,1015,2,0,0,0,28.8405
2016-01-12 5:00,108,Seoul,-8.2,0.5,1014.7,0.8,0,0,0,28.449
2016-01-12 6:00,108,Seoul,-8.6,0.53,1014.7,1.1,0,0,0,27.24258
2016-01-12 7:00,108,Seoul,-8.9,0.48,1014.7,1.8,0,0,0,27.99772
2016-01-12 8:00,108,Seoul,-8.8,0.51,1014.7,1.9,0,1,0,27.43588
2016-01-12 9:00,108,Seoul,-7.9,0.48,1015,2.6,0,0,0,29.28292
2016-01-12 10:00,108,Seoul,-5.8,0.47,1015.5,2.5,0,0,0,32.18226
2016-01-12 11:00,108,Seoul,-4.2,0.32,1015.1,2.9,0,0,0,36.99144
2016-01-12 12:00,108,Seoul,-3.5,0.31,1013.9,2.9,0,0,0,37.95785
2016-01-12 13:00,108,Seoul,-1.3,0.27,1013,3.4,0,0,0,41.03851
2016-01-12 14:00,108,Seoul,-0.7,0.24,1011.9,2.8,0,0,0,42.13468
2016-01-12 15:00,108,Seoul,-0.3,0.25,1011.6,3.2,0,0,0,42.40775
2016-01-12 16:00,108,Seoul,0.4,0.26,1011.3,3.7,0,0,0,43.00896
2016-01-12 17:00,108,Seoul,-0.8,0.34,1011.4,2.7,0,1,0,40.52072
2016-01-12 18:00,108,Seoul,-2.9,0.42,1011.7,3.5,0,1,0,36.73918
2016-01-12 19:00,108,Seoul,-3.8,0.46,1011.9,2.2,0,0,0,34.91348
2016-01-12 20:00,108,Seoul,-4.3,0.49,1012.1,2.1,0,0,0,33.72407
2016-01-12 21:00,108,Seoul,-4.4,0.58,1012,2.7,0,3,0,31.91552
2016-01-12 22:00,108,Seoul,-4.7,0.6,1011.8,3.4,0,0,0,31.1212
2016-01-12 23:00,108,Seoul,-6.2,0.62,1012.2,3.6,0,0,0,28.60644
2016-01-13 0:00,108,Seoul,-6.8,0.62,1011.8,2.9,0,0,0,27.75216
2016-01-13 1:00,108,Seoul,-7.3,0.64,1011.5,2,0,0,0,26.60972
2016-01-13 2:00,108,Seoul,-7.8,0.64,1011.3,0.6,0,0,0,25.88792
2016-01-13 3:00,108,Seoul,-8.1,0.63,1011.2,0.6,0,7,0,25.67803
2016-01-13 4:00,108,Seoul,-7.7,0.63,1010.7,0.7,0,8,0,26.25151
2016-01-13 5:00,108,Seoul,-7.5,0.65,1010.5,0.6,0,6,0,26.10375
2016-01-13 6:00,108,Seoul,-7.7,0.66,1010.6,0.4,0,8,0,25.59382
2016-01-13 7:00,108,Seoul,-7.8,0.67,1010.7,0.6,0,2,0,25.22726
2016-01-13 8:00,108,Seoul,-7.8,0.65,1011.1,1.6,0,1,0,25.6677
2016-01-13 9:00,108,Seoul,-6.7,0.61,1011.2,2.1,0,0,0,28.10387
2016-01-13 10:00,108,Seoul,-5,0.43,1011.3,2,0,4,0,33.9725
2016-01-13 11:00,108,Seoul,-2.8,0.33,1010.5,1.7,0,1,0,38.39824
2016-01-13 12:00,108,Seoul,-1.5,0.38,1009.4,2,0,6,0,39.0867
2016-01-13 13:00,108,Seoul,-0.4,0.41,1008.3,2.5,0,4,0,39.95064
2016-01-13 14:00,108,Seoul,-0.5,0.51,1007.4,3.8,0,9,0,38.34955
